Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),31413.66,31357.54,31520.32,94240.99,31357.65,31358.10,31358.66,31360.34,31363.13,31441.73,31488.88,31504.60,31517.17,75.45
HTTP Sending (ms),0.10,0.09,0.12,0.31,0.09,0.09,0.09,0.09,0.10,0.11,0.12,0.12,0.12,0.01
HTTP Total Time (ms),31415.37,31359.25,31521.92,94246.12,31359.37,31359.82,31360.39,31362.10,31364.95,31443.43,31490.52,31506.22,31518.78,75.37
HTTP Waiting (TTFB) (ms),1.61,1.51,1.72,4.82,1.51,1.52,1.53,1.55,1.59,1.66,1.69,1.71,1.72,0.09
Input Sequence Length (tokens),32768.33,32767.00,32769.00,98305.00,32767.04,32767.20,32767.40,32768.00,32769.00,32769.00,32769.00,32769.00,32769.00,0.94
Inter Chunk Latency (ms),10.06,9.27,30.46,61754.28,9.68,9.81,9.88,9.97,10.03,10.12,10.22,10.31,10.53,0.46
Inter Token Latency (ms),10.06,10.05,10.07,30.18,10.05,10.05,10.06,10.06,10.06,10.06,10.07,10.07,10.07,0.01
OSL Mismatch Diff % (%),-0.05,-0.05,-0.05,-0.15,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.00
Output Sequence Length (tokens),2047.00,2047.00,2047.00,6141.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Output Token Count (tokens),2047.00,2047.00,2047.00,6141.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Output Token Throughput Per User (tokens/sec/user),99.39,99.35,99.46,298.18,99.35,99.35,99.35,99.36,99.37,99.42,99.44,99.45,99.46,0.05
Prefill Throughput Per User (tokens/sec/user),3025.70,2998.70,3042.83,9077.10,2999.44,3002.39,3006.08,3017.13,3035.56,3039.20,3041.38,3042.11,3042.69,19.32
Request Latency (ms),31415.20,31359.13,31521.66,94245.61,31359.25,31359.70,31360.27,31361.98,31364.82,31443.24,31490.29,31505.98,31518.52,75.31
Time to First Output Token (ms),10830.44,10769.24,10927.72,32491.33,10769.74,10771.76,10774.27,10781.81,10794.37,10861.05,10901.05,10914.38,10925.05,69.54
Time to First Token (ms),10830.44,10769.24,10927.72,32491.33,10769.74,10771.76,10774.27,10781.81,10794.37,10861.05,10901.05,10914.38,10925.05,69.54
Time to Second Token (ms),26.31,22.01,30.46,78.94,22.10,22.46,22.90,24.24,26.47,28.46,29.66,30.06,30.38,3.45
Tokens In Flight (tokens),33430.76,0.00,34816.00,,,,,,33250.00,,34502.00,34658.00,34784.00,833.66

Metric,Value
Benchmark Duration (sec),94.26
Input Token Throughput (tokens/sec),1042.85
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),65.15
Request Count,3.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.03
Total Input Sequence Length (tokens),98305.00
Total Output Sequence Length (tokens),6141.00
Total Output Tokens (tokens),6141.00
Total Token Throughput (tokens/sec),1108.00
