Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Throughput Per User (tokens/sec/user),20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,0.00
Prefill Throughput Per User (tokens/sec/user),1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,1020.29,0.00
Request Latency (ms),262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,262548.93,0.00
Time to First Output Token (ms),256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,0.00
Time to First Token (ms),256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,256303.17,0.00
Time to Second Token (ms),54.60,54.60,54.60,54.60,54.60,54.60,54.60,54.60,54.60,54.60,54.60,54.60,54.60,0.00
Tokens In Flight (tokens),261502.08,0.00,261632.00,,,,,,261504.00,,261504.00,261504.00,261578.00,949.21

Metric,Value
Benchmark Duration (sec),262.55
Input Token Throughput (tokens/sec),995.99
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),0.49
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.00
Total Input Sequence Length (tokens),261504.00
Total Output Sequence Length (tokens),128.00
Total Output Tokens (tokens),128.00
Total Token Throughput (tokens/sec),996.48
