Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),147.21,147.21,147.21,147.21,147.21,147.21,147.21,147.21,147.21,147.21,147.21,147.21,147.21,0.00
Prefill Throughput Per User (tokens/sec/user),8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,8135.15,0.00
Request Latency (ms),11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,11527.38,0.00
Time to First Output Token (ms),8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,0.00
Time to First Token (ms),8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,8056.15,0.00
Time to Second Token (ms),15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,0.00
Tokens In Flight (tokens),65602.17,0.00,66050.00,,,,,,65538.00,,65879.67,65964.83,66032.97,924.32

Metric,Value
Benchmark Duration (sec),11.53
Input Token Throughput (tokens/sec),5684.32
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),44.41
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.09
Total Input Sequence Length (tokens),65538.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),5728.72
