Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Chunk Latency (ms),10.49,9.73,29.16,31758.15,10.01,10.16,10.22,10.30,10.41,10.57,10.78,10.87,11.16,0.73
Inter Token Latency (ms),10.49,10.46,10.51,31.47,10.46,10.46,10.47,10.48,10.51,10.51,10.51,10.51,10.51,0.02
OSL Mismatch Diff % (%),-50.68,-50.68,-50.68,-152.05,-50.68,-50.68,-50.68,-50.68,-50.68,-50.68,-50.68,-50.68,-50.68,0.00
Output Sequence Length (tokens),1010.00,1010.00,1010.00,3030.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,0.00
Output Token Count (tokens),1010.00,1010.00,1010.00,3030.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,0.00
Output Token Throughput Per User (tokens/sec/user),95.31,95.15,95.61,285.94,95.15,95.15,95.16,95.17,95.19,95.40,95.52,95.56,95.60,0.21
Prefill Throughput Per User (tokens/sec/user),3241.90,3236.57,3247.61,9725.71,3236.67,3237.06,3237.56,3239.05,3241.53,3244.57,3246.39,3247.00,3247.49,4.52
Request Latency (ms),91131.80,91003.93,91282.84,273395.39,91006.02,91014.40,91024.87,91056.28,91108.63,91195.73,91248.00,91265.42,91279.35,115.04
Time to First Output Token (ms),80545.75,80404.03,80678.38,241637.25,80407.05,80419.11,80434.19,80479.44,80554.84,80616.61,80653.67,80666.02,80675.91,112.19
Time to First Token (ms),80545.75,80404.03,80678.38,241637.25,80407.05,80419.11,80434.19,80479.44,80554.84,80616.61,80653.67,80666.02,80675.91,112.19
Time to Second Token (ms),28.95,28.71,29.16,86.84,28.71,28.73,28.76,28.84,28.97,29.06,29.12,29.14,29.16,0.19
Tokens In Flight (tokens),261165.72,0.00,262131.00,,,,,,261121.00,,261258.00,261695.00,262043.00,1901.51

Metric,Value
Benchmark Duration (sec),273.41
Input Token Throughput (tokens/sec),2865.15
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),11.08
Request Count,3.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),783363.00
Total Output Sequence Length (tokens),3030.00
Total Output Tokens (tokens),3030.00
Total Token Throughput (tokens/sec),2876.24
