Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),21766.56,21724.22,21811.65,65299.67,21725.01,21728.18,21732.14,21744.01,21763.80,21787.72,21802.08,21806.86,21810.69,35.74
HTTP Receiving (ms),21764.99,21722.60,21810.09,65294.98,21723.39,21726.57,21730.54,21742.44,21762.29,21786.19,21800.53,21805.31,21809.14,35.77
HTTP Sending (ms),0.10,0.09,0.12,0.31,0.09,0.09,0.09,0.09,0.10,0.11,0.12,0.12,0.12,0.01
HTTP Total Time (ms),21766.56,21724.22,21811.65,65299.67,21725.01,21728.18,21732.14,21744.01,21763.80,21787.72,21802.08,21806.86,21810.69,35.74
HTTP Waiting (TTFB) (ms),1.46,1.41,1.54,4.38,1.41,1.41,1.41,1.42,1.43,1.48,1.52,1.53,1.53,0.06
Input Sequence Length (tokens),2047.33,2047.00,2048.00,6142.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.50,2047.80,2047.90,2047.98,0.47
Inter Chunk Latency (ms),9.99,9.25,28.72,61261.74,9.59,9.73,9.79,9.87,9.94,10.03,10.16,10.27,10.88,0.56
Inter Token Latency (ms),9.99,9.96,10.02,29.98,9.96,9.96,9.97,9.98,9.99,10.01,10.02,10.02,10.02,0.03
OSL Mismatch Diff % (%),-0.16,-0.24,-0.05,-0.49,-0.24,-0.24,-0.23,-0.22,-0.20,-0.12,-0.08,-0.06,-0.05,0.08
Output Sequence Length (tokens),2044.67,2043.00,2047.00,6134.00,2043.02,2043.10,2043.20,2043.50,2044.00,2045.50,2046.40,2046.70,2046.94,1.70
Output Token Count (tokens),2044.00,2042.00,2047.00,6132.00,2042.02,2042.10,2042.20,2042.50,2043.00,2045.00,2046.20,2046.60,2046.92,2.16
Output Token Throughput Per User (tokens/sec/user),100.08,99.77,100.40,300.24,99.77,99.80,99.83,99.92,100.07,100.24,100.34,100.37,100.40,0.26
Prefill Throughput Per User (tokens/sec/user),1525.18,1519.60,1535.21,4575.54,1519.62,1519.71,1519.83,1520.17,1520.73,1527.97,1532.31,1533.76,1534.92,7.11
Reasoning Token Count (tokens),1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
Request Latency (ms),21762.97,21723.91,21811.41,65288.90,21724.51,21726.88,21729.85,21738.74,21753.57,21782.49,21799.85,21805.63,21810.26,36.33
Time to First Output Token (ms),1342.38,1333.37,1347.72,4027.15,1333.62,1334.64,1335.91,1339.72,1346.06,1346.89,1347.39,1347.56,1347.69,6.41
Time to First Token (ms),1342.38,1333.37,1347.72,4027.15,1333.62,1334.64,1335.91,1339.72,1346.06,1346.89,1347.39,1347.56,1347.69,6.41
Time to Second Token (ms),28.54,28.38,28.72,85.63,28.39,28.40,28.41,28.45,28.52,28.62,28.68,28.70,28.72,0.14
Tokens In Flight (tokens),3003.31,0.00,4094.00,,,,,,2999.53,,3873.11,3982.05,4070.01,625.40

Metric,Value
Benchmark Duration (sec),65.31
Input Token Throughput (tokens/sec),94.03
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),93.91
Request Count,3.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),6142.00
Total Output Sequence Length (tokens),6134.00
Total Output Tokens (tokens),6132.00
Total Reasoning Tokens (tokens),2.00
Total Token Throughput (tokens/sec),187.94
