Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,1568.81,0.00
Request Latency (ms),13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,13611.42,0.00
Time to First Output Token (ms),1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,0.00
Time to First Token (ms),1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,1304.81,0.00
Time to Second Token (ms),4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,0.00
Tokens In Flight (tokens),3070.05,0.00,4095.00,,,,,,3118.24,,3946.71,4020.86,4075.66,669.07

Metric,Value
Benchmark Duration (sec),13.61
Input Token Throughput (tokens/sec),150.36
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),150.43
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.07
Total Input Sequence Length (tokens),2047.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),300.78
