Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Total Throughput (tokens/sec),6667.74,0.00,7397.17,,,,,,7397.17,,7397.17,7397.17,7397.17,2183.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,233.00,233.00,233.00,233.00,233.00,233.00,233.00,233.00,233.00,233.00,233.00,233.00,233.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.00
HTTP Connection Overhead (ms),0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,0.00
HTTP Data Sent (KB),1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,0.00
HTTP DNS Lookup (ms),0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00
HTTP Duration (excl. conn) (ms),39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,39234.61,0.00
HTTP Receiving (ms),3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,3934.58,0.00
HTTP Sending (ms),0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.00
HTTP Total Time (ms),39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,39235.43,0.00
HTTP Waiting (TTFB) (ms),35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,35299.25,0.00
Input Sequence Length (tokens),261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,0.00
Inter Chunk Latency (ms),16.96,12.86,19.40,3934.57,16.07,16.45,16.56,16.77,16.97,17.16,17.35,17.51,18.03,0.49
Inter Token Latency (ms),7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),129.87,129.87,129.87,129.87,129.87,129.87,129.87,129.87,129.87,129.87,129.87,129.87,129.87,0.00
Prefill Throughput Per User (tokens/sec/user),7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,7397.17,0.00
Request Latency (ms),39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,39234.71,0.00
Time to First Output Token (ms),35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,0.00
Time to First Token (ms),35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,35300.14,0.00
Time to Second Token (ms),12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,0.00
Tokens In Flight (tokens),261121.58,0.00,261633.00,,,,,,261121.00,,261122.00,261377.50,261580.14,2557.51

Metric,Value
Benchmark Duration (sec),39.23
Input Token Throughput (tokens/sec),6654.72
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.05
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.03
Total Input Sequence Length (tokens),261121.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),6667.77
