Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Waiting (TTFB) (ms),3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,0.00
Input Sequence Length (tokens),261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,0.00
Inter Chunk Latency (ms),10.60,9.93,26.83,5394.72,10.02,10.16,10.22,10.36,10.50,10.70,10.89,11.07,12.59,0.82
Inter Token Latency (ms),10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,0.00
OSL Mismatch Diff % (%),-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,0.00
Output Sequence Length (tokens),510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,0.00
Output Token Count (tokens),510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,510.00,0.00
Output Token Throughput Per User (tokens/sec/user),94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,0.00
Prefill Throughput Per User (tokens/sec/user),3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,3246.46,0.00
Request Latency (ms),85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,85827.31,0.00
Time to First Output Token (ms),80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,0.00
Time to First Token (ms),80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,80432.59,0.00
Time to Second Token (ms),26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,0.00
Tokens In Flight (tokens),261124.63,0.00,261631.00,,,,,,261121.00,,261121.00,261223.00,261550.00,1794.67

Metric,Value
Benchmark Duration (sec),85.83
Input Token Throughput (tokens/sec),3041.87
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),5.94
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),261121.00
Total Output Sequence Length (tokens),510.00
Total Output Tokens (tokens),510.00
Total Token Throughput (tokens/sec),3047.81
