Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to Second Token (ms),32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,0.00
Tokens In Flight (tokens),131463.15,0.00,133121.00,,,,,,131073.00,,132592.00,132856.00,133068.00,1015.79

Metric,Value
Benchmark Duration (sec),154.96
Input Token Throughput (tokens/sec),845.81
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.22
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),131073.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),859.03
