Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Output Token (ms),35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,0.00
Time to First Token (ms),35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,35537.52,0.00
Time to Second Token (ms),13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,0.00
Tokens In Flight (tokens),261121.36,0.00,261632.00,,,,,,261120.00,,261120.00,261308.37,261566.71,2228.31

Metric,Value
Benchmark Duration (sec),38.61
Input Token Throughput (tokens/sec),6762.34
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.26
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.03
Total Input Sequence Length (tokens),261120.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),6775.60
