Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Prefill Throughput Per User (tokens/sec/user),2990.47,0.00,8063.01,,,,,,0.00,,8063.01,8063.01,8063.01,3875.73
Effective Total Throughput (tokens/sec),3083.87,0.00,8063.01,,,,,,162.73,,8063.01,8063.01,8063.01,3803.66
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,824.00,760.00,878.00,2472.00,761.48,767.40,774.80,797.00,834.00,856.00,869.20,873.60,877.12,48.69
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),218.44,201.36,232.52,655.33,201.76,203.37,205.38,211.40,221.45,226.98,230.31,231.42,232.30,12.90
HTTP Data Sent (KB),277.94,276.41,279.83,833.83,276.43,276.53,276.64,277.00,277.60,278.71,279.38,279.60,279.78,1.42
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),21911.68,20821.49,22836.21,65735.04,20846.60,20947.07,21072.66,21449.42,22077.35,22456.78,22684.44,22760.32,22821.03,830.81
HTTP Receiving (ms),13733.14,12578.87,14708.15,41199.42,12605.54,12712.22,12845.58,13245.64,13912.40,14310.28,14549.00,14628.57,14692.23,878.47
HTTP Sending (ms),0.10,0.09,0.12,0.31,0.09,0.09,0.09,0.10,0.10,0.11,0.11,0.12,0.12,0.01
HTTP Total Time (ms),21911.68,20821.49,22836.21,65735.04,20846.60,20947.07,21072.66,21449.42,22077.35,22456.78,22684.44,22760.32,22821.03,830.81
HTTP Waiting (TTFB) (ms),8178.44,8127.96,8242.52,24535.31,8128.70,8131.65,8135.34,8146.39,8164.83,8203.67,8226.98,8234.75,8240.97,47.75
Input Sequence Length (tokens),65537.00,65536.00,65538.00,196611.00,65536.02,65536.10,65536.20,65536.50,65537.00,65537.50,65537.80,65537.90,65537.98,0.82
Inter Chunk Latency (ms),16.69,8.73,52.31,41199.42,14.49,16.19,16.29,16.45,16.60,16.78,16.99,17.16,19.85,1.51
Inter Token Latency (ms),6.71,6.15,7.19,20.13,6.16,6.21,6.28,6.47,6.80,6.99,7.11,7.15,7.18,0.43
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,6144.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,6144.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),149.68,139.17,162.73,449.04,139.33,139.97,140.77,143.15,147.13,154.93,159.61,161.17,162.42,9.78
Prefill Throughput Per User (tokens/sec/user),8013.52,7951.08,8063.01,24040.55,7952.58,7958.62,7966.15,7988.77,8026.46,8044.73,8055.70,8059.36,8062.28,46.60
Request Latency (ms),21911.72,20821.53,22836.25,65735.17,20846.64,20947.11,21072.70,21449.46,22077.40,22456.82,22684.48,22760.37,22821.07,830.81
Time to First Output Token (ms),8178.59,8128.11,8242.66,24535.76,8128.84,8131.79,8135.48,8146.55,8164.99,8203.83,8227.12,8234.89,8241.10,47.74
Time to First Token (ms),8178.59,8128.11,8242.66,24535.76,8128.84,8131.79,8135.48,8146.55,8164.99,8203.83,8227.12,8234.89,8241.10,47.74
Time to Second Token (ms),15.54,15.33,15.72,46.63,15.34,15.36,15.38,15.46,15.58,15.65,15.69,15.70,15.72,0.16
Tokens In Flight (tokens),66168.69,0.00,67586.00,,,,,,65951.64,,67257.17,67419.36,67550.94,1086.56

Metric,Value
Benchmark Duration (sec),65.74
Input Token Throughput (tokens/sec),2990.47
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),93.45
Request Count,3.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),196611.00
Total Output Sequence Length (tokens),6144.00
Total Output Tokens (tokens),6144.00
Total Token Throughput (tokens/sec),3083.92
