Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,0.00
Inter Chunk Latency (ms),16.49,11.82,21.33,3380.12,14.39,16.10,16.17,16.31,16.47,16.65,16.79,16.98,19.11,0.73
Inter Token Latency (ms),6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),151.18,151.18,151.18,151.18,151.18,151.18,151.18,151.18,151.18,151.18,151.18,151.18,151.18,0.00
Prefill Throughput Per User (tokens/sec/user),7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,7389.52,0.00
Request Latency (ms),3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,3657.40,0.00
Time to First Output Token (ms),277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,0.00
Time to First Token (ms),277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,277.28,0.00
Time to Second Token (ms),15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,0.00
Tokens In Flight (tokens),2283.90,0.00,2561.00,,,,,,2284.31,,2503.67,2531.09,2553.52,165.91

Metric,Value
Benchmark Duration (sec),3.66
Input Token Throughput (tokens/sec),559.92
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),139.91
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.27
Total Input Sequence Length (tokens),2049.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),699.84
