Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP DNS Lookup (ms),0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.00
HTTP Duration (excl. conn) (ms),19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,19824.23,0.00
HTTP Receiving (ms),3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,3421.99,0.00
HTTP Sending (ms),0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.00
HTTP Total Time (ms),19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,19824.92,0.00
HTTP Waiting (TTFB) (ms),16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,16401.57,0.00
Input Sequence Length (tokens),131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,131072.00,0.00
Inter Chunk Latency (ms),16.69,11.46,22.03,3421.98,14.59,16.27,16.33,16.46,16.65,16.88,17.13,17.27,18.42,0.68
Inter Token Latency (ms),6.70,6.70,6.70,6.70,6.70,6.70,6.70,6.70,6.70,6.70,6.70,6.70,6.70,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),149.33,149.33,149.33,149.33,149.33,149.33,149.33,149.33,149.33,149.33,149.33,149.33,149.33,0.00
Prefill Throughput Per User (tokens/sec/user),7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,7991.06,0.00
Request Latency (ms),19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,19824.32,0.00
Time to First Output Token (ms),16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,0.00
Time to First Token (ms),16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,16402.34,0.00
Time to Second Token (ms),15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,0.00
Tokens In Flight (tokens),131098.52,0.00,131584.00,,,,,,131072.00,,131287.37,131436.93,131554.09,1524.89

Metric,Value
Benchmark Duration (sec),19.82
Input Token Throughput (tokens/sec),6610.79
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),25.82
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),6636.61
