Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Prefill Throughput Per User (tokens/sec/user),1030.37,0.00,1206.41,,,,,,1206.41,,1206.41,1206.41,1206.41,425.90
Effective Total Throughput (tokens/sec),1046.46,0.00,1206.41,,,,,,1206.41,,1206.41,1206.41,1206.41,386.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,1953.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.00
HTTP Connection Overhead (ms),1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),500.39,500.39,500.39,500.39,500.39,500.39,500.39,500.39,500.39,500.39,500.39,500.39,500.39,0.00
HTTP Data Sent (KB),560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,0.00
HTTP DNS Lookup (ms),0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.00
HTTP Duration (excl. conn) (ms),127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,127203.10,0.00
HTTP Receiving (ms),18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,18556.45,0.00
HTTP Sending (ms),1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.00
HTTP Total Time (ms),127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,127204.65,0.00
HTTP Waiting (TTFB) (ms),108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,108645.55,0.00
Input Sequence Length (tokens),131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,0.00
Inter Chunk Latency (ms),9.19,0.00,98.81,18554.60,0.00,0.01,0.02,0.03,0.05,32.90,35.40,36.11,39.31,15.74
Inter Token Latency (ms),9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),110.32,110.32,110.32,110.32,110.32,110.32,110.32,110.32,110.32,110.32,110.32,110.32,110.32,0.00
Prefill Throughput Per User (tokens/sec/user),1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,1206.41,0.00
Request Latency (ms),127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,127201.38,0.00
Time to First Output Token (ms),108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,0.00
Time to First Token (ms),108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,108646.78,0.00
Time to Second Token (ms),46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,0.00
Tokens In Flight (tokens),131192.76,0.00,133121.00,,,,,,131073.00,,131563.70,132110.17,132907.07,994.62

Metric,Value
Benchmark Duration (sec),127.20
Input Token Throughput (tokens/sec),1030.37
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),16.10
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),131073.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),1046.47
