Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,39625.91,0.00
HTTP Sending (ms),1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.00
HTTP Total Time (ms),78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,78472.52,0.00
HTTP Waiting (TTFB) (ms),38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,38843.90,0.00
Input Sequence Length (tokens),65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,0.00
Inter Chunk Latency (ms),19.62,18.95,58.79,39624.70,19.01,19.05,19.08,19.17,19.29,19.38,19.47,19.53,32.88,3.20
Inter Token Latency (ms),19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),51.66,51.66,51.66,51.66,51.66,51.66,51.66,51.66,51.66,51.66,51.66,51.66,51.66,0.00
Prefill Throughput Per User (tokens/sec/user),1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,1687.11,0.00
Request Latency (ms),78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,78469.85,0.00
Time to First Output Token (ms),38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,0.00
Time to First Token (ms),38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,38845.15,0.00
Time to Second Token (ms),21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,0.00
Tokens In Flight (tokens),66052.28,0.00,67584.00,,,,,,65556.25,,67177.64,67380.31,67543.47,864.38

Metric,Value
Benchmark Duration (sec),78.47
Input Token Throughput (tokens/sec),835.10
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),26.10
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),65536.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),861.20
