Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,2252.22,0.00
Request Latency (ms),8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,8770.14,0.00
Time to First Output Token (ms),3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,0.00
Time to First Token (ms),3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,3637.31,0.00
Time to Second Token (ms),35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,0.00
Tokens In Flight (tokens),8337.61,0.00,8703.00,,,,,,8262.00,,8614.00,8659.00,8694.00,219.71

Metric,Value
Benchmark Duration (sec),8.77
Input Token Throughput (tokens/sec),933.80
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),58.25
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.11
Total Input Sequence Length (tokens),8192.00
Total Output Sequence Length (tokens),511.00
Total Output Tokens (tokens),511.00
Total Token Throughput (tokens/sec),992.05
