server : http://localhost:8000  (b10666-4e97ac86e)
model  : qwen3.8-flash-next   ctx 262,144
params : temperature 1.0  top_p 0.95  top_k 20  min_p 0.0  repeat_penalty 1.0  max_tokens 49152  (everything else = server/model defaults)
run    : bench_results/20260830-195744_qwen3.8-flash-next_spec01rate-p2_none/


[2/3] chat history      21720 tok    91.6 t/s   
[2/3] chat history      21740 tok    91.5 t/s   
[2/3] chat history      21760 tok    91.5 t/s   
[2/3] chat history      21780 tok    91.5 t/s   
[2/3] chat history      21800 tok    91.5 t/s   
[2/3] chat history      21820 tok    91.5 t/s   
[2/3] chat history      21839 tok    91.5 t/s   
[2/3] chat history      21859 tok    91.5 t/s   
[2/3] chat history      21879 tok    91.5 t/s   
[2/3] chat history      21899 tok    91.4 t/s   
[2/3] chat history      21920 tok    91.4 t/s   
[2/3] chat history      21940 tok    91.4 t/s   
[2/3] chat history      21960 tok    91.4 t/s   
[2/3] chat history      21980 tok    91.4 t/s   
[2/3] chat history      22000 tok    91.4 t/s   
[2/3] chat history      22020 tok    91.4 t/s   
[2/3] chat history      22040 tok    91.4 t/s   
[2/3] chat history      22060 tok    91.3 t/s   
[2/3] chat history      22079 tok    91.3 t/s   
[2/3] chat history      22099 tok    91.3 t/s   
[2/3] chat history      22119 tok    91.3 t/s   
[2/3] chat history      22139 tok    91.3 t/s   
[2/3] chat history      22159 tok    91.3 t/s   
[2/3] chat history      22179 tok    91.3 t/s   
[2/3] chat history      22199 tok    91.2 t/s   
[2/3] chat history      22219 tok    91.2 t/s   
[2/3] chat history      22239 tok    91.2 t/s   
[2/3] chat history      22259 tok    91.2 t/s   
[2/3] chat history      22279 tok    91.2 t/s   
[2/3] chat history      22299 tok    91.2 t/s   
[2/3] chat history      22319 tok    91.2 t/s   
[2/3] chat history      22338 tok    91.2 t/s   
[2/3] chat history      22358 tok    91.1 t/s   
[2/3] chat history      22378 tok    91.1 t/s   
[2/3] chat history      22398 tok    91.1 t/s   
[2/3] chat history      22418 tok    91.1 t/s   
[2/3] chat history      22438 tok    91.1 t/s   
[2/3] chat history      22458 tok    91.1 t/s   
[2/3] chat history      22478 tok    91.1 t/s   
[2/3] chat history      22498 tok    91.1 t/s   
[2/3] chat history      22518 tok    91.0 t/s   
[2/3] chat history      22538 tok    91.0 t/s   
[2/3] chat history      22558 tok    91.0 t/s   
[2/3] chat history      22578 tok    91.0 t/s   
[2/3] chat history      22597 tok    91.0 t/s   
[2/3] chat history      22617 tok    91.0 t/s   
[2/3] chat history      22637 tok    91.0 t/s   
[2/3] chat history      22657 tok    90.9 t/s   
[2/3] chat history      22677 tok    90.9 t/s   
[2/3] chat history      22697 tok    90.9 t/s   
[2/3] chat history      22717 tok    90.9 t/s   
[2/3] chat history      22737 tok    90.9 t/s   
[2/3] chat history      22757 tok    90.9 t/s   
[2/3] chat history      22777 tok    90.9 t/s   
[2/3] chat history      22797 tok    90.9 t/s   
[2/3] chat history      22817 tok    90.9 t/s   
[2/3] chat history      22837 tok    90.8 t/s   
[2/3] chat history      22856 tok    90.8 t/s   
[2/3] chat history      22876 tok    90.8 t/s   
[2/3] chat history      22896 tok    90.8 t/s   
[2/3] chat history      22916 tok    90.8 t/s   
[2/3] chat history      22936 tok    90.8 t/s   
[2/3] chat history      22956 tok    90.8 t/s   
[2/3] chat history      22976 tok    90.7 t/s   
[2/3] chat history      22996 tok    90.7 t/s   
[2/3] chat history      23016 tok    90.7 t/s   
[2/3] chat history      23036 tok    90.7 t/s   
[2/3] chat history      23056 tok    90.7 t/s   
[2/3] chat history      23076 tok    90.7 t/s   
[2/3] chat history      23096 tok    90.7 t/s   
[2/3] chat history      23115 tok    90.7 t/s   
[2/3] chat history      23135 tok    90.6 t/s   
[2/3] chat history      23155 tok    90.6 t/s   
[2/3] chat history      23175 tok    90.6 t/s   
[2/3] chat history      23195 tok    90.6 t/s   
[2/3] chat history      23215 tok    90.6 t/s   
[2/3] chat history      23235 tok    90.6 t/s   
[2/3] chat history      23255 tok    90.6 t/s   
[2/3] chat history      23275 tok    90.6 t/s   
[2/3] chat history      23295 tok    90.5 t/s   
[2/3] chat history      23315 tok    90.5 t/s   
[2/3] chat history      23335 tok    90.5 t/s   
[2/3] chat history      23355 tok    90.5 t/s   
[2/3] chat history      23374 tok    90.5 t/s   
[2/3] chat history      23394 tok    90.5 t/s   
[2/3] chat history      23414 tok    90.5 t/s   
[2/3] chat history      23434 tok    90.5 t/s   
[2/3] chat history      23454 tok    90.4 t/s   
[2/3] chat history      23474 tok    90.4 t/s   
[2/3] chat history      23494 tok    90.4 t/s   
[2/3] chat history      23514 tok    90.4 t/s   
[2/3] chat history      23534 tok    90.4 t/s   
[2/3] chat history      23554 tok    90.4 t/s   
[2/3] chat history      23574 tok    90.4 t/s   
[2/3] chat history      23594 tok    90.4 t/s   
[2/3] chat history      23614 tok    90.3 t/s   
[2/3] chat history      23633 tok    90.3 t/s   
[2/3] chat history      23653 tok    90.3 t/s   
[2/3] chat history      23673 tok    90.3 t/s   
[2/3] chat history      23693 tok    90.3 t/s   
[2/3] chat history      23713 tok    90.3 t/s   
[2/3] chat history      23733 tok    90.3 t/s   
[2/3] chat history      23753 tok    90.3 t/s   
[2/3] chat history      23773 tok    90.2 t/s   
[2/3] chat history      23793 tok    90.2 t/s   
[2/3] chat history      23813 tok    90.2 t/s   
[2/3] chat history      23833 tok    90.2 t/s   
[2/3] chat history      23853 tok    90.2 t/s   
[2/3] chat history      23872 tok    90.2 t/s   
[2/3] chat history      23892 tok    90.2 t/s   
[2/3] chat history      23912 tok    90.1 t/s   
[2/3] chat history      23932 tok    90.1 t/s   
[2/3] chat history      23952 tok    90.1 t/s   
[2/3] chat history      23972 tok    90.1 t/s   
[2/3] chat history      23992 tok    90.1 t/s   
[2/3] chat history      24012 tok    90.1 t/s   
[2/3] chat history      24032 tok    90.1 t/s   
[2/3] chat history      24052 tok    90.1 t/s   
[2/3] chat history      24072 tok    90.0 t/s   
[2/3] chat history      24092 tok    90.0 t/s   
[2/3] chat history      24112 tok    90.0 t/s   
[2/3] chat history      24130 tok    90.0 t/s   
[2/3] chat history      24150 tok    90.0 t/s   
[2/3] chat history      24170 tok    90.0 t/s   
[2/3] chat history      24190 tok    90.0 t/s   
[2/3] chat history      24210 tok    90.0 t/s   
[2/3] chat history      24230 tok    89.9 t/s   
[2/3] chat history      24250 tok    89.9 t/s   
[2/3] chat history      24270 tok    89.9 t/s   
[2/3] chat history      24290 tok    89.9 t/s   
[2/3] chat history      24310 tok    89.9 t/s   
[2/3] chat history      24330 tok    89.9 t/s   
[2/3] chat history      24350 tok    89.9 t/s   
[2/3] chat history      24370 tok    89.9 t/s   
[2/3] chat history      24388 tok    89.8 t/s   
[2/3] chat history      24408 tok    89.8 t/s   
[2/3] chat history      24428 tok    89.8 t/s   
[2/3] chat history      24448 tok    89.8 t/s   
[2/3] chat history      24468 tok    89.8 t/s   
[2/3] chat history      24488 tok    89.8 t/s   
[2/3] chat history      24508 tok    89.8 t/s   
[2/3] chat history      24528 tok    89.8 t/s   
[2/3] chat history      24548 tok    89.8 t/s   
[2/3] chat history      24568 tok    89.7 t/s   
[2/3] chat history      24588 tok    89.7 t/s   
[2/3] chat history      24608 tok    89.7 t/s   
[2/3] chat history      24628 tok    89.7 t/s   
[2/3] chat history      24646 tok    89.7 t/s   
[2/3] chat history      24666 tok    89.7 t/s   
[2/3] chat history      24686 tok    89.7 t/s   
[2/3] chat history      24706 tok    89.6 t/s   
[2/3] chat history      24726 tok    89.6 t/s   
[2/3] chat history      24746 tok    89.6 t/s   
[2/3] chat history      24766 tok    89.6 t/s   
[2/3] chat history      24786 tok    89.6 t/s   
[2/3] chat history      24806 tok    89.6 t/s   
[2/3] chat history      24826 tok    89.6 t/s   
[2/3] chat history      24846 tok    89.6 t/s   
[2/3] chat history      24866 tok    89.6 t/s   
[2/3] chat history      24886 tok    89.5 t/s   
[2/3] chat history      24904 tok    89.5 t/s   
[2/3] chat history      24924 tok    89.5 t/s   
[2/3] chat history      24944 tok    89.5 t/s   
[2/3] chat history      24964 tok    89.5 t/s   
[2/3] chat history      24984 tok    89.5 t/s   
[2/3] chat history      25004 tok    89.5 t/s   
[2/3] chat history      25024 tok    89.5 t/s   
[2/3] chat history      25044 tok    89.4 t/s   
[2/3] chat history      25064 tok    89.4 t/s   
[2/3] chat history      25084 tok    89.4 t/s   
[2/3] chat history      25104 tok    89.4 t/s   
[2/3] chat history      25124 tok    89.4 t/s   
[2/3] chat history      25144 tok    89.4 t/s   
[2/3] chat history      25162 tok    89.4 t/s   
[2/3] chat history      25182 tok    89.4 t/s   
[2/3] chat history      25202 tok    89.3 t/s   
[2/3] chat history      25222 tok    89.3 t/s   
[2/3] chat history      25241 tok    89.3 t/s   
[2/3] chat history      25261 tok    89.3 t/s   
[2/3] chat history      25281 tok    89.3 t/s   
[2/3] chat history      25301 tok    89.3 t/s   
[2/3] chat history      25321 tok    89.3 t/s   
[2/3] chat history      25340 tok    89.3 t/s   
[2/3] chat history      25360 tok    89.2 t/s   
[2/3] chat history      25380 tok    89.2 t/s   
[2/3] chat history      25399 tok    89.2 t/s   
[2/3] chat history      25417 tok    89.2 t/s   
[2/3] chat history      25437 tok    89.2 t/s   
[2/3] chat history      25457 tok    89.2 t/s   
[2/3] chat history      25477 tok    89.2 t/s   
[2/3] chat history      25495 tok    89.2 t/s   
[2/3] chat history      25515 tok    89.1 t/s   
[2/3] chat history      25521 tok    89.1 t/s  TTFT 226.28s  accept -          

[3/3] settings panel     1805 tok    98.3 t/s   
[3/3] settings panel     1830 tok    98.3 t/s   
[3/3] settings panel     1855 tok    98.3 t/s   
[3/3] settings panel     1878 tok    98.2 t/s   
[3/3] settings panel     1903 tok    98.2 t/s   
[3/3] settings panel     1928 tok    98.2 t/s   
[3/3] settings panel     1953 tok    98.2 t/s   
[3/3] settings panel     1978 tok    98.2 t/s   
[3/3] settings panel     2003 tok    98.2 t/s   
[3/3] settings panel     2028 tok    98.2 t/s   
[3/3] settings panel     2053 tok    98.2 t/s   
[3/3] settings panel     2078 tok    98.2 t/s   
[3/3] settings panel     2103 tok    98.2 t/s   
[3/3] settings panel     2128 tok    98.1 t/s   
[3/3] settings panel     2153 tok    98.1 t/s   
[3/3] settings panel     2178 tok    98.1 t/s   
[3/3] settings panel     2203 tok    98.1 t/s   
[3/3] settings panel     2228 tok    98.1 t/s   
[3/3] settings panel     2253 tok    98.1 t/s   
[3/3] settings panel     2278 tok    98.1 t/s   
[3/3] settings panel     2303 tok    98.1 t/s   
[3/3] settings panel     2328 tok    98.1 t/s   
[3/3] settings panel     2353 tok    98.0 t/s   
[3/3] settings panel     2378 tok    98.0 t/s   
[3/3] settings panel     2401 tok    97.9 t/s   
[3/3] settings panel     2426 tok    97.9 t/s   
[3/3] settings panel     2451 tok    97.9 t/s   
[3/3] settings panel     2476 tok    97.9 t/s   
[3/3] settings panel     2501 tok    97.9 t/s   
[3/3] settings panel     2526 tok    97.9 t/s   
[3/3] settings panel     2551 tok    97.9 t/s   
[3/3] settings panel     2576 tok    97.9 t/s   
[3/3] settings panel     2601 tok    97.9 t/s   
[3/3] settings panel     2626 tok    97.9 t/s   
[3/3] settings panel     2649 tok    97.8 t/s   
[3/3] settings panel     2674 tok    97.8 t/s   
[3/3] settings panel     2699 tok    97.8 t/s   
[3/3] settings panel     2724 tok    97.8 t/s   
[3/3] settings panel     2749 tok    97.8 t/s   
[3/3] settings panel     2774 tok    97.7 t/s   
[3/3] settings panel     2799 tok    97.7 t/s   
[3/3] settings panel     2824 tok    97.7 t/s   
[3/3] settings panel     2849 tok    97.7 t/s   
[3/3] settings panel     2874 tok    97.7 t/s   
[3/3] settings panel     2897 tok    97.6 t/s   
[3/3] settings panel     2922 tok    97.6 t/s   
[3/3] settings panel     2947 tok    97.6 t/s   
[3/3] settings panel     2972 tok    97.6 t/s   
[3/3] settings panel     2997 tok    97.6 t/s   
[3/3] settings panel     3022 tok    97.6 t/s   
[3/3] settings panel     3047 tok    97.6 t/s   
[3/3] settings panel     3072 tok    97.6 t/s   
[3/3] settings panel     3097 tok    97.6 t/s   
[3/3] settings panel     3122 tok    97.6 t/s   
[3/3] settings panel     3147 tok    97.5 t/s   
[3/3] settings panel     3170 tok    97.5 t/s   
[3/3] settings panel     3194 tok    97.5 t/s   
[3/3] settings panel     3218 tok    97.5 t/s   
[3/3] settings panel     3243 tok    97.5 t/s   
[3/3] settings panel     3268 tok    97.4 t/s   
[3/3] settings panel     3292 tok    97.4 t/s   
[3/3] settings panel     3316 tok    97.4 t/s   
[3/3] settings panel     3340 tok    97.4 t/s   
[3/3] settings panel     3364 tok    97.4 t/s   
[3/3] settings panel     3388 tok    97.4 t/s   
[3/3] settings panel     3411 tok    97.3 t/s   
[3/3] settings panel     3435 tok    97.3 t/s   
[3/3] settings panel     3459 tok    97.3 t/s   
[3/3] settings panel     3483 tok    97.3 t/s   
[3/3] settings panel     3507 tok    97.3 t/s   
[3/3] settings panel     3531 tok    97.3 t/s   
[3/3] settings panel     3555 tok    97.3 t/s   
[3/3] settings panel     3579 tok    97.3 t/s   
[3/3] settings panel     3603 tok    97.2 t/s   
[3/3] settings panel     3627 tok    97.2 t/s   
[3/3] settings panel     3651 tok    97.2 t/s   
[3/3] settings panel     3674 tok    97.2 t/s   
[3/3] settings panel     3698 tok    97.2 t/s   
[3/3] settings panel     3722 tok    97.1 t/s   
[3/3] settings panel     3746 tok    97.1 t/s   
[3/3] settings panel     3770 tok    97.1 t/s   
[3/3] settings panel     3794 tok    97.1 t/s   
[3/3] settings panel     3818 tok    97.1 t/s   
[3/3] settings panel     3842 tok    97.1 t/s   
[3/3] settings panel     3866 tok    97.1 t/s   
[3/3] settings panel     3890 tok    97.1 t/s   
[3/3] settings panel     3914 tok    97.1 t/s   
[3/3] settings panel     3937 tok    97.0 t/s   
[3/3] settings panel     3961 tok    97.0 t/s   
[3/3] settings panel     3985 tok    97.0 t/s   
[3/3] settings panel     4009 tok    97.0 t/s   
[3/3] settings panel     4033 tok    97.0 t/s   
[3/3] settings panel     4057 tok    97.0 t/s   
[3/3] settings panel     4081 tok    96.9 t/s   
[3/3] settings panel     4105 tok    96.9 t/s   
[3/3] settings panel     4129 tok    96.9 t/s   
[3/3] settings panel     4153 tok    96.9 t/s   
[3/3] settings panel     4176 tok    96.9 t/s   
[3/3] settings panel     4200 tok    96.8 t/s   
[3/3] settings panel     4224 tok    96.8 t/s   
[3/3] settings panel     4248 tok    96.8 t/s   
[3/3] settings panel     4272 tok    96.8 t/s   
[3/3] settings panel     4296 tok    96.8 t/s   
[3/3] settings panel     4320 tok    96.8 t/s   
[3/3] settings panel     4344 tok    96.8 t/s   
[3/3] settings panel     4368 tok    96.8 t/s   
[3/3] settings panel     4392 tok    96.7 t/s   
[3/3] settings panel     4416 tok    96.7 t/s   
[3/3] settings panel     4439 tok    96.7 t/s   
[3/3] settings panel     4463 tok    96.7 t/s   
[3/3] settings panel     4487 tok    96.7 t/s   
[3/3] settings panel     4511 tok    96.6 t/s   
[3/3] settings panel     4535 tok    96.6 t/s   
[3/3] settings panel     4559 tok    96.6 t/s   
[3/3] settings panel     4583 tok    96.6 t/s   
[3/3] settings panel     4607 tok    96.6 t/s   
[3/3] settings panel     4631 tok    96.6 t/s   
[3/3] settings panel     4655 tok    96.6 t/s   
[3/3] settings panel     4679 tok    96.6 t/s   
[3/3] settings panel     4701 tok    96.5 t/s   
[3/3] settings panel     4725 tok    96.5 t/s   
[3/3] settings panel     4749 tok    96.5 t/s   
[3/3] settings panel     4773 tok    96.5 t/s   
[3/3] settings panel     4797 tok    96.5 t/s   
[3/3] settings panel     4821 tok    96.4 t/s   
[3/3] settings panel     4845 tok    96.4 t/s   
[3/3] settings panel     4869 tok    96.4 t/s   
[3/3] settings panel     4893 tok    96.4 t/s   
[3/3] settings panel     4917 tok    96.4 t/s   
[3/3] settings panel     4941 tok    96.4 t/s   
[3/3] settings panel     4963 tok    96.3 t/s   
[3/3] settings panel     4987 tok    96.3 t/s   
[3/3] settings panel     5011 tok    96.3 t/s   
[3/3] settings panel     5035 tok    96.3 t/s   
[3/3] settings panel     5059 tok    96.3 t/s   
[3/3] settings panel     5083 tok    96.3 t/s   
[3/3] settings panel     5107 tok    96.3 t/s   
[3/3] settings panel     5131 tok    96.2 t/s   
[3/3] settings panel     5155 tok    96.2 t/s   
[3/3] settings panel     5179 tok    96.2 t/s   
[3/3] settings panel     5201 tok    96.2 t/s   
[3/3] settings panel     5225 tok    96.2 t/s   
[3/3] settings panel     5249 tok    96.2 t/s   
[3/3] settings panel     5273 tok    96.1 t/s   
[3/3] settings panel     5297 tok    96.1 t/s   
[3/3] settings panel     5321 tok    96.1 t/s   
[3/3] settings panel     5345 tok    96.1 t/s   
[3/3] settings panel     5369 tok    96.1 t/s   
[3/3] settings panel     5393 tok    96.1 t/s   
[3/3] settings panel     5417 tok    96.1 t/s   
[3/3] settings panel     5440 tok    96.0 t/s   
[3/3] settings panel     5462 tok    96.0 t/s   
[3/3] settings panel     5486 tok    96.0 t/s   
[3/3] settings panel     5510 tok    96.0 t/s   
[3/3] settings panel     5534 tok    95.9 t/s   
[3/3] settings panel     5558 tok    95.9 t/s   
[3/3] settings panel     5582 tok    95.9 t/s   
[3/3] settings panel     5606 tok    95.9 t/s   
[3/3] settings panel     5630 tok    95.9 t/s   
[3/3] settings panel     5654 tok    95.9 t/s   
[3/3] settings panel     5678 tok    95.9 t/s   
[3/3] settings panel     5702 tok    95.9 t/s   
[3/3] settings panel     5724 tok    95.8 t/s   
[3/3] settings panel     5748 tok    95.8 t/s   
[3/3] settings panel     5772 tok    95.8 t/s   
[3/3] settings panel     5796 tok    95.8 t/s   
[3/3] settings panel     5820 tok    95.8 t/s   
[3/3] settings panel     5844 tok    95.7 t/s   
[3/3] settings panel     5868 tok    95.7 t/s   
[3/3] settings panel     5892 tok    95.7 t/s   
[3/3] settings panel     5916 tok    95.7 t/s   
[3/3] settings panel     5940 tok    95.7 t/s   
[3/3] settings panel     5964 tok    95.7 t/s   
[3/3] settings panel     5986 tok    95.6 t/s   
[3/3] settings panel     6010 tok    95.6 t/s   
[3/3] settings panel     6034 tok    95.6 t/s   
[3/3] settings panel     6058 tok    95.6 t/s   
[3/3] settings panel     6082 tok    95.6 t/s   
[3/3] settings panel     6106 tok    95.6 t/s   
[3/3] settings panel     6130 tok    95.6 t/s   
[3/3] settings panel     6154 tok    95.5 t/s   
[3/3] settings panel     6178 tok    95.5 t/s   
[3/3] settings panel     6202 tok    95.5 t/s   
[3/3] settings panel     6224 tok    95.5 t/s   
[3/3] settings panel     6247 tok    95.5 t/s   
[3/3] settings panel     6270 tok    95.5 t/s   
[3/3] settings panel     6293 tok    95.4 t/s   
[3/3] settings panel     6316 tok    95.4 t/s   
[3/3] settings panel     6339 tok    95.4 t/s   
[3/3] settings panel     6362 tok    95.4 t/s   
[3/3] settings panel     6385 tok    95.4 t/s   
[3/3] settings panel     6408 tok    95.4 t/s   
[3/3] settings panel     6431 tok    95.4 t/s   
[3/3] settings panel     6454 tok    95.3 t/s   
[3/3] settings panel     6477 tok    95.3 t/s   
[3/3] settings panel     6499 tok    95.3 t/s   
[3/3] settings panel     6522 tok    95.3 t/s   
[3/3] settings panel     6545 tok    95.3 t/s   
[3/3] settings panel     6568 tok    95.2 t/s   
[3/3] settings panel     6591 tok    95.2 t/s   
[3/3] settings panel     6614 tok    95.2 t/s   
[3/3] settings panel     6637 tok    95.2 t/s   
[3/3] settings panel     6660 tok    95.2 t/s   
[3/3] settings panel     6683 tok    95.2 t/s   
[3/3] settings panel     6706 tok    95.2 t/s   
[3/3] settings panel     6729 tok    95.1 t/s   
[3/3] settings panel     6751 tok    95.1 t/s   
[3/3] settings panel     6774 tok    95.1 t/s   
[3/3] settings panel     6797 tok    95.1 t/s   
[3/3] settings panel     6820 tok    95.1 t/s   
[3/3] settings panel     6843 tok    95.1 t/s   
