Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Received (KB),54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,0.00
HTTP Data Sent (KB),140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,0.00
HTTP DNS Lookup (ms),0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00
HTTP Duration (excl. conn) (ms),7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,7728.42,0.00
HTTP Receiving (ms),3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,3379.45,0.00
HTTP Sending (ms),0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.00
HTTP Total Time (ms),7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,7729.18,0.00
HTTP Waiting (TTFB) (ms),4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,4348.28,0.00
Input Sequence Length (tokens),32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,0.00
Inter Chunk Latency (ms),16.57,10.82,22.92,3379.44,11.93,16.21,16.27,16.43,16.56,16.68,16.89,17.06,21.23,0.98
Inter Token Latency (ms),6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),151.21,151.21,151.21,151.21,151.21,151.21,151.21,151.21,151.21,151.21,151.21,151.21,151.21,0.00
Prefill Throughput Per User (tokens/sec/user),7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,7534.71,0.00
Request Latency (ms),7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,7728.51,0.00
Time to First Output Token (ms),4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,0.00
Time to First Token (ms),4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,4349.07,0.00
Time to Second Token (ms),15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,0.00
Tokens In Flight (tokens),32870.44,0.00,33281.00,,,,,,32769.00,,33163.27,33220.88,33268.48,599.49

Metric,Value
Benchmark Duration (sec),7.73
Input Token Throughput (tokens/sec),4238.71
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),66.23
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.13
Total Input Sequence Length (tokens),32769.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),4304.93
